Date,Upwelling_45
1967-01-01T00:00:00Z,-146.8245
1967-02-01T00:00:00Z,-34.0083
1967-03-01T00:00:00Z,-75.6572
1967-04-01T00:00:00Z,2.735
1967-05-01T00:00:00Z,68.0247
1967-06-01T00:00:00Z,79.9463
1967-07-01T00:00:00Z,93.0324
1967-08-01T00:00:00Z,66.287
1967-09-01T00:00:00Z,21.772
1967-10-01T00:00:00Z,-96.9876
1967-11-01T00:00:00Z,-54.5657
1967-12-01T00:00:00Z,-188.1233
1968-01-01T00:00:00Z,-244.3171
1968-02-01T00:00:00Z,-177.4093
1968-03-01T00:00:00Z,-67.2446
1968-04-01T00:00:00Z,47.3943
1968-05-01T00:00:00Z,47.4471
1968-06-01T00:00:00Z,59.4516
1968-07-01T00:00:00Z,81.7683
1968-08-01T00:00:00Z,28.4139
1968-09-01T00:00:00Z,22.8802
1968-10-01T00:00:00Z,-55.5788
1968-11-01T00:00:00Z,-164.0212
1968-12-01T00:00:00Z,-233.8984
1969-01-01T00:00:00Z,-81.4231
1969-02-01T00:00:00Z,-148.7355
1969-03-01T00:00:00Z,-14.325
1969-04-01T00:00:00Z,-33.4305
1969-05-01T00:00:00Z,23.1753
1969-06-01T00:00:00Z,44.2648
1969-07-01T00:00:00Z,69.6663
1969-08-01T00:00:00Z,45.7504
1969-09-01T00:00:00Z,11.4127
1969-10-01T00:00:00Z,-43.8975
1969-11-01T00:00:00Z,-86.6902
1969-12-01T00:00:00Z,-202.3269
1970-01-01T00:00:00Z,-125.5872
1970-02-01T00:00:00Z,-67.7449
1970-03-01T00:00:00Z,-11.9608
1970-04-01T00:00:00Z,18.0926
1970-05-01T00:00:00Z,46.3638
1970-06-01T00:00:00Z,50.9501
1970-07-01T00:00:00Z,63.5174
1970-08-01T00:00:00Z,57.086
1970-09-01T00:00:00Z,20.9061
1970-10-01T00:00:00Z,-39.64
1970-11-01T00:00:00Z,-80.1061
1970-12-01T00:00:00Z,-159.5573
1971-01-01T00:00:00Z,-93.8752
1971-02-01T00:00:00Z,-16.6312
1971-03-01T00:00:00Z,-100.1713
1971-04-01T00:00:00Z,-5.244
1971-05-01T00:00:00Z,49.8744
1971-06-01T00:00:00Z,15.3545
1971-07-01T00:00:00Z,49.9098
1971-08-01T00:00:00Z,23.8553
1971-09-01T00:00:00Z,16.3363
1971-10-01T00:00:00Z,-8.9956
1971-11-01T00:00:00Z,-86.8354
1971-12-01T00:00:00Z,-63.5865
1972-01-01T00:00:00Z,-51.1821
1972-02-01T00:00:00Z,-109.1799
1972-03-01T00:00:00Z,-50.7302
1972-04-01T00:00:00Z,-11.0434
1972-05-01T00:00:00Z,29.269
1972-06-01T00:00:00Z,45.8784
1972-07-01T00:00:00Z,41.7954
1972-08-01T00:00:00Z,40.7856
1972-09-01T00:00:00Z,10.3584
1972-10-01T00:00:00Z,29.7357
1972-11-01T00:00:00Z,-82.4766
1972-12-01T00:00:00Z,-159.829
1973-01-01T00:00:00Z,-152.6361
1973-02-01T00:00:00Z,-41.4439
1973-03-01T00:00:00Z,-11.0538
1973-04-01T00:00:00Z,37.7525
1973-05-01T00:00:00Z,34.1783
1973-06-01T00:00:00Z,35.9391
1973-07-01T00:00:00Z,56.6183
1973-08-01T00:00:00Z,64.4482
1973-09-01T00:00:00Z,6.9022
1973-10-01T00:00:00Z,-10.9416
1973-11-01T00:00:00Z,-66.2419
1973-12-01T00:00:00Z,-150.5446
1974-01-01T00:00:00Z,-116.5921
1974-02-01T00:00:00Z,-72.2236
1974-03-01T00:00:00Z,-83.1248
1974-04-01T00:00:00Z,-12.6311
1974-05-01T00:00:00Z,27.3319
1974-06-01T00:00:00Z,71.6114
1974-07-01T00:00:00Z,33.1017
1974-08-01T00:00:00Z,51.749
1974-09-01T00:00:00Z,18.0449
1974-10-01T00:00:00Z,9.1431
1974-11-01T00:00:00Z,-59.9072
1974-12-01T00:00:00Z,-77.9179
1975-01-01T00:00:00Z,-58.0121
1975-02-01T00:00:00Z,-97.0342
1975-03-01T00:00:00Z,-16.2285
1975-04-01T00:00:00Z,27.1974
1975-05-01T00:00:00Z,22.728
1975-06-01T00:00:00Z,68.8606
1975-07-01T00:00:00Z,46.1985
1975-08-01T00:00:00Z,36.1531
1975-09-01T00:00:00Z,37.0284
1975-10-01T00:00:00Z,-79.4621
1975-11-01T00:00:00Z,-103.186
1975-12-01T00:00:00Z,-94.4055
1976-01-01T00:00:00Z,-65.3317
1976-02-01T00:00:00Z,-53.3302
1976-03-01T00:00:00Z,-30.0397
1976-04-01T00:00:00Z,-3.4876
1976-05-01T00:00:00Z,26.5874
1976-06-01T00:00:00Z,40.8003
1976-07-01T00:00:00Z,38.3263
1976-08-01T00:00:00Z,18.2715
1976-09-01T00:00:00Z,20.3132
1976-10-01T00:00:00Z,-12.357
1976-11-01T00:00:00Z,-37.4454
1976-12-01T00:00:00Z,-66.6659
1977-01-01T00:00:00Z,-43.5777
1977-02-01T00:00:00Z,-114.3763
1977-03-01T00:00:00Z,-13.856
1977-04-01T00:00:00Z,2.1569
1977-05-01T00:00:00Z,4.1622
1977-06-01T00:00:00Z,70.6802
1977-07-01T00:00:00Z,53.9705
1977-08-01T00:00:00Z,34.4433
1977-09-01T00:00:00Z,12.2727
1977-10-01T00:00:00Z,-42.6318
1977-11-01T00:00:00Z,-112.6151
1977-12-01T00:00:00Z,-158.8656
1978-01-01T00:00:00Z,-156.0801
1978-02-01T00:00:00Z,-144.3444
1978-03-01T00:00:00Z,-28.2035
1978-04-01T00:00:00Z,-9.785
1978-05-01T00:00:00Z,32.1401
1978-06-01T00:00:00Z,27.9009
1978-07-01T00:00:00Z,57.5765
1978-08-01T00:00:00Z,15.42
1978-09-01T00:00:00Z,-25.5589
1978-10-01T00:00:00Z,10.0089
1978-11-01T00:00:00Z,-23.3915
1978-12-01T00:00:00Z,-38.4737
1979-01-01T00:00:00Z,-93.148
1979-02-01T00:00:00Z,-148.8437
1979-03-01T00:00:00Z,-16.7825
1979-04-01T00:00:00Z,-6.8022
1979-05-01T00:00:00Z,28.4176
1979-06-01T00:00:00Z,53.9659
1979-07-01T00:00:00Z,35.4574
1979-08-01T00:00:00Z,31.2456
1979-09-01T00:00:00Z,-3.2913
1979-10-01T00:00:00Z,-76.0315
1979-11-01T00:00:00Z,-176.5396
1979-12-01T00:00:00Z,-241.7048
1980-01-01T00:00:00Z,-73.0536
1980-02-01T00:00:00Z,-172.3914
1980-03-01T00:00:00Z,-25.8783
1980-04-01T00:00:00Z,-31.286
1980-05-01T00:00:00Z,38.6576
1980-06-01T00:00:00Z,38.9958
1980-07-01T00:00:00Z,72.3583
1980-08-01T00:00:00Z,59.6212
1980-09-01T00:00:00Z,10.8043
1980-10-01T00:00:00Z,-46.1904
1980-11-01T00:00:00Z,-136.7753
1980-12-01T00:00:00Z,-141.9827
1981-01-01T00:00:00Z,-216.8709
1981-02-01T00:00:00Z,-112.9892
1981-03-01T00:00:00Z,-53.926
1981-04-01T00:00:00Z,-22.4919
1981-05-01T00:00:00Z,-9.8486
1981-06-01T00:00:00Z,-11.4274
1981-07-01T00:00:00Z,41.206
1981-08-01T00:00:00Z,21.2233
1981-09-01T00:00:00Z,-22.1779
1981-10-01T00:00:00Z,-59.3954
1981-11-01T00:00:00Z,-139.2825
1981-12-01T00:00:00Z,-151.3201
1982-01-01T00:00:00Z,-76.9092
1982-02-01T00:00:00Z,-108.747
1982-03-01T00:00:00Z,-37.0014
1982-04-01T00:00:00Z,-27.7688
1982-05-01T00:00:00Z,39.6875
1982-06-01T00:00:00Z,28.1687
1982-07-01T00:00:00Z,16.0875
1982-08-01T00:00:00Z,20.6578
1982-09-01T00:00:00Z,8.7357
1982-10-01T00:00:00Z,-86.8197
1982-11-01T00:00:00Z,-62.0407
1982-12-01T00:00:00Z,-172.0823
1983-01-01T00:00:00Z,-218.854
1983-02-01T00:00:00Z,-202.8923
1983-03-01T00:00:00Z,-122.5164
1983-04-01T00:00:00Z,-5.5641
1983-05-01T00:00:00Z,14.6305
1983-06-01T00:00:00Z,2.5496
1983-07-01T00:00:00Z,0.228
1983-08-01T00:00:00Z,14.7385
1983-09-01T00:00:00Z,27.1322
1983-10-01T00:00:00Z,-10.7749
1983-11-01T00:00:00Z,-223.1212
1983-12-01T00:00:00Z,-71.767
1984-01-01T00:00:00Z,-46.0764
1984-02-01T00:00:00Z,-152.2358
1984-03-01T00:00:00Z,-60.4324
1984-04-01T00:00:00Z,-50.1967
1984-05-01T00:00:00Z,-28.1324
1984-06-01T00:00:00Z,20.9924
1984-07-01T00:00:00Z,52.2919
1984-08-01T00:00:00Z,11.747
1984-09-01T00:00:00Z,10.093
1984-10-01T00:00:00Z,-64.2007
1984-11-01T00:00:00Z,-153.1697
1984-12-01T00:00:00Z,-25.4305
1985-01-01T00:00:00Z,-33.8936
1985-02-01T00:00:00Z,-37.8739
1985-03-01T00:00:00Z,-31.3111
1985-04-01T00:00:00Z,-7.6925
1985-05-01T00:00:00Z,5.2141
1985-06-01T00:00:00Z,43.285
1985-07-01T00:00:00Z,44.5934
1985-08-01T00:00:00Z,29.3922
1985-09-01T00:00:00Z,15.5882
1985-10-01T00:00:00Z,-43.3531
1985-11-01T00:00:00Z,-16.4546
1985-12-01T00:00:00Z,-77.3013
1986-01-01T00:00:00Z,-244.9129
1986-02-01T00:00:00Z,-89.1415
1986-03-01T00:00:00Z,-72.7725
1986-04-01T00:00:00Z,9.3431
1986-05-01T00:00:00Z,-30.0298
1986-06-01T00:00:00Z,16.9318
1986-07-01T00:00:00Z,34.141
1986-08-01T00:00:00Z,49.787
1986-09-01T00:00:00Z,14.8316
1986-10-01T00:00:00Z,-36.1146
1986-11-01T00:00:00Z,-64.1404
1986-12-01T00:00:00Z,-123.9951
1987-01-01T00:00:00Z,-177.9133
1987-02-01T00:00:00Z,-81.2812
1987-03-01T00:00:00Z,-82.8061
1987-04-01T00:00:00Z,-11.109
1987-05-01T00:00:00Z,13.3907
1987-06-01T00:00:00Z,27.9708
1987-07-01T00:00:00Z,22.7605
1987-08-01T00:00:00Z,52.1924
1987-09-01T00:00:00Z,13.0591
1987-10-01T00:00:00Z,9.3451
1987-11-01T00:00:00Z,-172.7407
1987-12-01T00:00:00Z,-180.6584
1988-01-01T00:00:00Z,-139.118
1988-02-01T00:00:00Z,-16.1004
1988-03-01T00:00:00Z,-47.2224
1988-04-01T00:00:00Z,-35.0984
1988-05-01T00:00:00Z,-30.8608
1988-06-01T00:00:00Z,-31.8085
1988-07-01T00:00:00Z,40.7247
1988-08-01T00:00:00Z,40.3361
1988-09-01T00:00:00Z,26.3485
1988-10-01T00:00:00Z,-7.9687
1988-11-01T00:00:00Z,-102.5805
1988-12-01T00:00:00Z,-26.4379
1989-01-01T00:00:00Z,-21.0399
1989-02-01T00:00:00Z,-14.2789
1989-03-01T00:00:00Z,-84.6327
1989-04-01T00:00:00Z,-2.3773
1989-05-01T00:00:00Z,14.2468
1989-06-01T00:00:00Z,50.1427
1989-07-01T00:00:00Z,39.9602
1989-08-01T00:00:00Z,44.4115
1989-09-01T00:00:00Z,31.7127
1989-10-01T00:00:00Z,-13.1792
1989-11-01T00:00:00Z,-20.9877
1989-12-01T00:00:00Z,-45.7036
1990-01-01T00:00:00Z,-74.3323
1990-02-01T00:00:00Z,-52.2606
1990-03-01T00:00:00Z,-24.5688
1990-04-01T00:00:00Z,8.4519
1990-05-01T00:00:00Z,7.3765
1990-06-01T00:00:00Z,7.6399
1990-07-01T00:00:00Z,61.8667
1990-08-01T00:00:00Z,16.9981
1990-09-01T00:00:00Z,24.4598
1990-10-01T00:00:00Z,-42.3676
1990-11-01T00:00:00Z,-62.8347
1990-12-01T00:00:00Z,-30.4495
1991-01-01T00:00:00Z,-65.1978
1991-02-01T00:00:00Z,-132.1904
1991-03-01T00:00:00Z,-16.3567
1991-04-01T00:00:00Z,-31.855
1991-05-01T00:00:00Z,24.1302
1991-06-01T00:00:00Z,32.0651
1991-07-01T00:00:00Z,47.9813
1991-08-01T00:00:00Z,-23.9368
1991-09-01T00:00:00Z,50.0622
1991-10-01T00:00:00Z,25.7295
1991-11-01T00:00:00Z,-87.0095
1991-12-01T00:00:00Z,-77.6305
1992-01-01T00:00:00Z,-158.0583
1992-02-01T00:00:00Z,-132.5898
1992-03-01T00:00:00Z,1.3678
1992-04-01T00:00:00Z,-54.6785
1992-05-01T00:00:00Z,33.8149
1992-06-01T00:00:00Z,32.445
1992-07-01T00:00:00Z,40.393
1992-08-01T00:00:00Z,38.6296
1992-09-01T00:00:00Z,7.3409
1992-10-01T00:00:00Z,-43.9571
1992-11-01T00:00:00Z,-65.9715
1992-12-01T00:00:00Z,-44.6471
1993-01-01T00:00:00Z,-49.8976
1993-02-01T00:00:00Z,-66.2563
1993-03-01T00:00:00Z,-73.1584
1993-04-01T00:00:00Z,-102.1702
1993-05-01T00:00:00Z,-35.506
1993-06-01T00:00:00Z,8.9198
1993-07-01T00:00:00Z,27.8846
1993-08-01T00:00:00Z,42.7633
1993-09-01T00:00:00Z,32.4275
1993-10-01T00:00:00Z,-0.9758
1993-11-01T00:00:00Z,-9.0478
1993-12-01T00:00:00Z,-143.8541
1994-01-01T00:00:00Z,-63.1586
1994-02-01T00:00:00Z,-70.4492
1994-03-01T00:00:00Z,-47.2325
1994-04-01T00:00:00Z,-13.0245
1994-05-01T00:00:00Z,9.9353
1994-06-01T00:00:00Z,1.7441
1994-07-01T00:00:00Z,50.7626
1994-08-01T00:00:00Z,12.9881
1994-09-01T00:00:00Z,22.8234
1994-10-01T00:00:00Z,-29.5655
1994-11-01T00:00:00Z,-49.6965
1994-12-01T00:00:00Z,-176.2114
1995-01-01T00:00:00Z,-227.6977
1995-02-01T00:00:00Z,-46.9077
1995-03-01T00:00:00Z,-103.8224
1995-04-01T00:00:00Z,-12.0408
1995-05-01T00:00:00Z,45.7194
1995-06-01T00:00:00Z,19.4571
1995-07-01T00:00:00Z,36.4453
1995-08-01T00:00:00Z,18.2753
1995-09-01T00:00:00Z,6.7606
1995-10-01T00:00:00Z,-6.554
1995-11-01T00:00:00Z,-107.7803
1995-12-01T00:00:00Z,-155.4328
1996-01-01T00:00:00Z,-60.1854
1996-02-01T00:00:00Z,-104.2551
1996-03-01T00:00:00Z,-10.4363
1996-04-01T00:00:00Z,-107.5782
1996-05-01T00:00:00Z,15.2273
1996-06-01T00:00:00Z,31.5546
1996-07-01T00:00:00Z,80.3232
1996-08-01T00:00:00Z,39.1177
1996-09-01T00:00:00Z,29.2461
1996-10-01T00:00:00Z,-26.8346
1996-11-01T00:00:00Z,-35.5441
1996-12-01T00:00:00Z,-125.1598
1997-01-01T00:00:00Z,-102.3717
1997-02-01T00:00:00Z,-13.1493
1997-03-01T00:00:00Z,-90.9265
1997-04-01T00:00:00Z,-13.4234
1997-05-01T00:00:00Z,4.8054
1997-06-01T00:00:00Z,5.2306
1997-07-01T00:00:00Z,39.646
1997-08-01T00:00:00Z,-0.621
1997-09-01T00:00:00Z,-30.4601
1997-10-01T00:00:00Z,-94.9655
1997-11-01T00:00:00Z,-135.2897
1997-12-01T00:00:00Z,-114.2764
1998-01-01T00:00:00Z,-214.4658
1998-02-01T00:00:00Z,-271.2257
1998-03-01T00:00:00Z,-17.1478
1998-04-01T00:00:00Z,16.0861
1998-05-01T00:00:00Z,20.2972
1998-06-01T00:00:00Z,48.9503
1998-07-01T00:00:00Z,42.9523
1998-08-01T00:00:00Z,58.2318
1998-09-01T00:00:00Z,43.2188
1998-10-01T00:00:00Z,-37.2807
1998-11-01T00:00:00Z,-246.7316
1998-12-01T00:00:00Z,-130.4026
1999-01-01T00:00:00Z,-158.6607
1999-02-01T00:00:00Z,-395.7448
1999-03-01T00:00:00Z,-200.788
1999-04-01T00:00:00Z,37.0272
1999-05-01T00:00:00Z,39.083
1999-06-01T00:00:00Z,22.2297
1999-07-01T00:00:00Z,63.8058
1999-08-01T00:00:00Z,38.9882
1999-09-01T00:00:00Z,55.52
1999-10-01T00:00:00Z,-76.3936
1999-11-01T00:00:00Z,-189.236
1999-12-01T00:00:00Z,-124.471
2000-01-01T00:00:00Z,-148.5527
2000-02-01T00:00:00Z,-125.2014
2000-03-01T00:00:00Z,-51.4247
2000-04-01T00:00:00Z,-6.3377
2000-05-01T00:00:00Z,4.0163
2000-06-01T00:00:00Z,51.5571
2000-07-01T00:00:00Z,43.1225
2000-08-01T00:00:00Z,51.8644
2000-09-01T00:00:00Z,16.4489
2000-10-01T00:00:00Z,-58.2156
2000-11-01T00:00:00Z,-75.0561
2000-12-01T00:00:00Z,-120.4222
2001-01-01T00:00:00Z,-114.3928
2001-02-01T00:00:00Z,-65.3373
2001-03-01T00:00:00Z,-21.1961
2001-04-01T00:00:00Z,-15.8013
2001-05-01T00:00:00Z,48.9878
2001-06-01T00:00:00Z,39.042
2001-07-01T00:00:00Z,89.3747
2001-08-01T00:00:00Z,24.2675
2001-09-01T00:00:00Z,35.4522
2001-10-01T00:00:00Z,-1.7463
2001-11-01T00:00:00Z,-204.9565
2001-12-01T00:00:00Z,-232.969
2002-01-01T00:00:00Z,-170.4299
2002-02-01T00:00:00Z,-69.5347
2002-03-01T00:00:00Z,-61.7842
2002-04-01T00:00:00Z,17.8424
2002-05-01T00:00:00Z,17.7108
2002-06-01T00:00:00Z,30.7702
2002-07-01T00:00:00Z,74.4817
2002-08-01T00:00:00Z,54.0114
2002-09-01T00:00:00Z,27.7803
2002-10-01T00:00:00Z,22.5313
2002-11-01T00:00:00Z,-140.6537
2002-12-01T00:00:00Z,-275.8259
2003-01-01T00:00:00Z,-182.9613
2003-02-01T00:00:00Z,-6.7659
2003-03-01T00:00:00Z,-146.866
2003-04-01T00:00:00Z,-48.7164
2003-05-01T00:00:00Z,26.8439
2003-06-01T00:00:00Z,60.6662
2003-07-01T00:00:00Z,52.1439
2003-08-01T00:00:00Z,45.5069
2003-09-01T00:00:00Z,41.3239
2003-10-01T00:00:00Z,-87.169
2003-11-01T00:00:00Z,-84.0395
2003-12-01T00:00:00Z,-224.4759
2004-01-01T00:00:00Z,-191.8991
2004-02-01T00:00:00Z,-143.5233
2004-03-01T00:00:00Z,-36.6857
2004-04-01T00:00:00Z,-14.7112
2004-05-01T00:00:00Z,11.2105
2004-06-01T00:00:00Z,40.5031
2004-07-01T00:00:00Z,40.3652
2004-08-01T00:00:00Z,16.437
2004-09-01T00:00:00Z,10.6987
2004-10-01T00:00:00Z,-6.5593
2004-11-01T00:00:00Z,-8.3825
2004-12-01T00:00:00Z,-81.3434
2005-01-01T00:00:00Z,-94.5784
2005-02-01T00:00:00Z,3.2827
2005-03-01T00:00:00Z,-38.1893
2005-04-01T00:00:00Z,-29.8939
2005-05-01T00:00:00Z,-15.9308
2005-06-01T00:00:00Z,18.7469
2005-07-01T00:00:00Z,60.9758
2005-08-01T00:00:00Z,54.6555
2005-09-01T00:00:00Z,38.3074
2005-10-01T00:00:00Z,-55.1595
2005-11-01T00:00:00Z,-43.6884
2005-12-01T00:00:00Z,-164.0151
2006-01-01T00:00:00Z,-175.2138
2006-02-01T00:00:00Z,-56.1905
2006-03-01T00:00:00Z,-137.562
2006-04-01T00:00:00Z,-4.9755
2006-05-01T00:00:00Z,43.0901
2006-06-01T00:00:00Z,61.4344
2006-07-01T00:00:00Z,64.4086
2006-08-01T00:00:00Z,62.581
2006-09-01T00:00:00Z,31.782
2006-10-01T00:00:00Z,29.4158
2006-11-01T00:00:00Z,-163.2999
2006-12-01T00:00:00Z,-162.5179
2007-01-01T00:00:00Z,-13.8375
2007-02-01T00:00:00Z,-65.2927
2007-03-01T00:00:00Z,-13.1684
2007-04-01T00:00:00Z,-2.7801
2007-05-01T00:00:00Z,48.9892
2007-06-01T00:00:00Z,14.1568
2007-07-01T00:00:00Z,28.2431
2007-08-01T00:00:00Z,29.5966
2007-09-01T00:00:00Z,20.4129
2007-10-01T00:00:00Z,-42.943
2007-11-01T00:00:00Z,-43.6681
2007-12-01T00:00:00Z,-163.8282
2008-01-01T00:00:00Z,-99.0036
2008-02-01T00:00:00Z,-31.9498
2008-03-01T00:00:00Z,-13.8064
2008-04-01T00:00:00Z,7.7472
2008-05-01T00:00:00Z,37.2803
2008-06-01T00:00:00Z,42.7619
2008-07-01T00:00:00Z,48.9607
2008-08-01T00:00:00Z,16.3969
2008-09-01T00:00:00Z,32.7004
2008-10-01T00:00:00Z,-16.1913
2008-11-01T00:00:00Z,-75.6299
2008-12-01T00:00:00Z,-50.8548
2009-01-01T00:00:00Z,-35.1876
2009-02-01T00:00:00Z,-51.4027
2009-03-01T00:00:00Z,-22.6698
2009-04-01T00:00:00Z,30.4379
2009-05-01T00:00:00Z,3.2407
2009-06-01T00:00:00Z,37.1074
2009-07-01T00:00:00Z,43.2202
2009-08-01T00:00:00Z,24.0671
2009-09-01T00:00:00Z,2.7943
2009-10-01T00:00:00Z,-50.4866
2009-11-01T00:00:00Z,-149.704
2009-12-01T00:00:00Z,-92.8179
2010-01-01T00:00:00Z,-238.7955
2010-02-01T00:00:00Z,-107.134
2010-03-01T00:00:00Z,-53.8908
2010-04-01T00:00:00Z,-25.8335
2010-05-01T00:00:00Z,-11.505
2010-06-01T00:00:00Z,15.0557
2010-07-01T00:00:00Z,60.2981
2010-08-01T00:00:00Z,30.9576
2010-09-01T00:00:00Z,-10.1919
2010-10-01T00:00:00Z,-77.5496
2010-11-01T00:00:00Z,-77.927
2010-12-01T00:00:00Z,-185.8719
2011-01-01T00:00:00Z,-55.1887
2011-02-01T00:00:00Z,-51.1176
2011-03-01T00:00:00Z,-177.7785
2011-04-01T00:00:00Z,-22.2926
2011-05-01T00:00:00Z,1.5001
2011-06-01T00:00:00Z,14.861
2011-07-01T00:00:00Z,37.7367
2011-08-01T00:00:00Z,33.9931
2011-09-01T00:00:00Z,-13.6628
2011-10-01T00:00:00Z,-24.1888
2011-11-01T00:00:00Z,-99.002
2011-12-01T00:00:00Z,-16.9226
2012-01-01T00:00:00Z,-126.6921
2012-02-01T00:00:00Z,-74.96
2012-03-01T00:00:00Z,-155.1543
2012-04-01T00:00:00Z,-42.6088
2012-05-01T00:00:00Z,25.7427
2012-06-01T00:00:00Z,1.6712
2012-07-01T00:00:00Z,48.4199
2012-08-01T00:00:00Z,50.7874
2012-09-01T00:00:00Z,48.6698
2012-10-01T00:00:00Z,-33.4579
2012-11-01T00:00:00Z,-152.2584
2012-12-01T00:00:00Z,-149.6142
2013-01-01T00:00:00Z,-20.9783
2013-02-01T00:00:00Z,-36.7524
2013-03-01T00:00:00Z,-19.2453
2013-04-01T00:00:00Z,3.4779
2013-05-01T00:00:00Z,9.3158
2013-06-01T00:00:00Z,18.4203
2013-07-01T00:00:00Z,84.1982
2013-08-01T00:00:00Z,17.1726
2013-09-01T00:00:00Z,-37.976
2013-10-01T00:00:00Z,15.8949
